,Unnamed: 0,Unnamed: 0.1,assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes,commonName,num_google_scholar_results,num_cited_by_in_first_20_results,num_common_name_google_search_results,num_scientific_name_google_search_results,absolute_frequency_of_scientific_name_in_books,num_books_containing_scientific_name,absolute_frequency_of_common_name_in_books,num_books_containing_common_name
7396,7396,7396,88231738,88227438,Leptorhabdium illyricum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Leptorhabdium,illyricum,,,,"(Kraatz, 1871)",Data Deficient,,3.1,Unknown,Global & Europe,,3,3,,844,0,0,0,0
7397,7397,7397,88291693,88088737,Bombus kirbiellus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,kirbiellus,,,,"Curtis, 1835",Data Deficient,,3.1,Unknown,Global,,11,238,,995,0,0,0,0
7398,7398,7398,88291971,88089236,Bombus natvigi,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,natvigi,,,,"Richards, 1931",Data Deficient,,3.1,Unknown,Global,High Arctic Bumble Bee,5,30,1460.0,637,0,0,0,0
7399,7399,7399,88565197,15513,Ornithoptera alexandrae,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Ornithoptera,alexandrae,,,,"(Rothschild, 1907)",Endangered,B2ab(iii),3.1,Unknown,Global,Queen Alexandra's Birdwing,214,135,36800.0,36600,195,149,399,260
7400,7400,7400,88690720,15524,Ornithoptera tithonus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Ornithoptera,tithonus,,,,"de Haan, 1840",Least Concern,,3.1,Unknown,Global,Tithonus Birdwing,36,179,10500.0,7430,0,0,0,0
7401,7401,7401,88699753,15523,Ornithoptera rothschildi,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Ornithoptera,rothschildi,,,,"Kenrick, 1911",Near Threatened,,3.1,Unknown,Global,Rothschild's Birdwing,15,1056,4140.0,7290,0,0,0,0
7402,7402,7402,88796116,88793825,Stictoleptura palmi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Stictoleptura,palmi,,,,"(Demelt, 1971)",Near Threatened,B1b(iii)+2b(iii),3.1,Stable,Global & Europe,,1,0,,689,0,0,0,0
7403,7403,7403,88796121,88793834,Stenurella hybridula,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Stenurella,hybridula,,,,"(Reitter, 1902)",Least Concern,,3.1,Stable,Global & Europe,,24,48,,354,0,0,0,0
7404,7404,7404,88962189,47943820,Biralus mahunkaorum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Biralus,mahunkaorum,,,,"(Ádám, 1983)",Least Concern,,3.1,Unknown,Global,,13,55,,161,0,0,0,0
7405,7405,7405,88964956,184283,Libyogomphus tenaculatus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Libyogomphus,tenaculatus,,,,"Fraser, 1926",Least Concern,,3.1,Unknown,Global & Pan-Africa,Large Horntail,6,184,253.0,110,0,0,0,0
7406,7406,7406,88965402,184272,Libyogomphus bwambae,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Libyogomphus,bwambae,,,,"(Pinhey, 1961)",Data Deficient,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa",Bwamba Horntail,1,178,12.0,20,0,0,0,0
7407,7407,7407,88965637,184234,Aethiothemis gamblesi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Aethiothemis,gamblesi,,,,"(Lieftinck, 1969)",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,"Global, Central Africa & Pan-Africa",Problematic Flasher,3,0,141.0,194,0,0,0,0
7408,7408,7408,89036022,89035947,Ceriagrion platystigma,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Ceriagrion,platystigma,,,,"Fraser, 1941",Least Concern,,3.1,Unknown,Global,Variable Citril,14,245,11.0,305,0,0,0,0
7409,7409,7409,89036311,89036109,Gynacantha victoriae,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AESHNIDAE,Gynacantha,victoriae,,,,"Pinhey, 1961",Least Concern,,3.1,Unknown,Global,Victoria's Duskhawker,2,217,5.0,132,0,0,0,0
7410,7410,7410,89242085,59912,Mesocnemis singularis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Mesocnemis,singularis,,,,"Karsch, 1891",Least Concern,,3.1,Unknown,Global & Pan-Africa,Common Riverjack,70,301,172.0,821,0,0,0,0
7411,7411,7411,89564697,89564278,Anonyxmolytes lilliput,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CURCULIONIDAE,Anonyxmolytes,lilliput,,,,"Meregalli &amp; Osella, 2007",Vulnerable,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",3.1,Decreasing,Global,,8,32,,183,0,0,0,0
7412,7412,7412,89579358,89579216,Eustra honchongensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CARABIDAE,Eustra,honchongensis,,,,"Deuve, 1996",Endangered,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",3.1,Decreasing,Global,,3,34,,20,0,0,0,0
7413,7413,7413,89690824,89690813,Microblattellus lecongmani,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,TENEBRIONIDAE,Microblattellus,lecongmani,,,,"Ferrer, 2006",Vulnerable,"B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,Decreasing,Global,,4,21,,107,0,0,0,0
7414,7414,7414,89904192,89904141,Nososticta mouldsi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Nososticta,mouldsi,,,,"Theischinger, 2000",Data Deficient,,3.1,Unknown,Global,Striped Threadtail,5,287,1230.0,330,0,0,0,0
7415,7415,7415,89904279,89904227,Archaeosynthemis occidentalis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,SYNTHEMISTIDAE,Archaeosynthemis,occidentalis,,,,"(Tillyard, 1910)",Least Concern,,3.1,Unknown,Global,Western Brown Tigertail,9,34,78.0,334,0,0,0,0
7416,7416,7416,89904304,89904293,Archaeosynthemis orientalis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,SYNTHEMISTIDAE,Archaeosynthemis,orientalis,,,,"(Tillyard, 1910)",Least Concern,,3.1,Unknown,Global,Eastern Brown Tigertail,10,47,275.0,428,0,0,0,0
7417,7417,7417,89904422,89904397,Archaeosynthemis spiniger,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,SYNTHEMISTIDAE,Archaeosynthemis,spiniger,,,,"(Tillyard, 1913)",Vulnerable,B1ab(iii); D2,3.1,Unknown,Global,Spiny Tigertail,7,97,157.0,277,0,0,0,0
7418,7418,7418,89904579,14256029,Austroaeschna pinheyi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AESHNIDAE,Austroaeschna,pinheyi,,,,"Theischinger, 2001",Least Concern,,3.1,Unknown,Global,,5,180,,261,0,0,0,0
7419,7419,7419,89905440,89905395,Austropetalia annaliese,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AUSTROPETALIIDAE,Austropetalia,annaliese,,,,"Theischinger, 2013",Data Deficient,,3.1,Unknown,Global,,5,180,,145,0,0,0,0
7420,7420,7420,90233705,90233528,Hypolestes hatuey,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,HYPOLESTIDAE,Hypolestes,hatuey,,,,"Torres-Cambas, 2015",Near Threatened,,3.1,Unknown,Global,,15,207,,397,0,0,0,0
7421,7421,7421,90238127,63219,Proischnura polychromatica,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Proischnura,polychromatica,,,,"(Barnard, 1937)",Endangered,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",3.1,Decreasing,"Global, Pan-Africa & S. Africa FW",,20,894,,513,0,0,0,0
7422,7422,7422,90344073,90344071,Pseudogaurotina excellens,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Pseudogaurotina,excellens,,,,"(Brancsik, 1874)",Endangered,"B2ab(ii,iii,iv)",3.1,Decreasing,Global & Europe,,64,112,,10200,0,0,0,0
7423,7423,7423,90346018,90345992,Pedostrangalia raggii,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Pedostrangalia,raggii,,,,"Sama, 1992",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean",,1,4,,134,0,0,0,0
7424,7424,7424,90668468,90668430,Elattoneura tsiamae,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Elattoneura,tsiamae,,,,"Aguesse, 1966",Least Concern,,3.1,Unknown,Global,Rusty Threadtail,2,178,5.0,17,0,0,0,0
7425,7425,7425,90668637,90668633,Africallagma fractum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Africallagma,fractum,,,,"(Ris, 1921)",Least Concern,,3.1,Unknown,Global,Slender Bluet,8,200,1770.0,466,0,0,0,0
7426,7426,7426,90669005,90668981,Anax rutherfordi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AESHNIDAE,Anax,rutherfordi,,,,"McLachlan, 1883",Least Concern,,3.1,Unknown,Global,Western Orange Emperor,11,269,4.0,241,0,0,0,0
7427,7427,7427,90799179,90799145,Eupholidoptera garganica,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,TETTIGONIIDAE,Eupholidoptera,garganica,,,,"La Greca, 1959",Near Threatened,,3.1,Decreasing,"Global, Europe & Mediterranean",Gargano Marbled Bush-cricket,5,37,11.0,445,0,0,0,0
7428,7428,7428,90854097,90853972,Dolichopoda ochtoniai,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,RHAPHIDOPHORIDAE,Dolichopoda,ochtoniai,,,,"Rampini &amp; Di Russo, 2015",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean",Ochtonia Cave-cricket,3,21,5.0,144,0,0,0,0
7429,7429,7429,90854152,90854150,Dolichopoda saraolacosi,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,RHAPHIDOPHORIDAE,Dolichopoda,saraolacosi,,,,"Rampini &amp; Di Russo, 2015",Vulnerable,D2,3.1,Unknown,"Global, Europe & Mediterranean",Saraolakos Cave-cricket,2,62,5.0,195,0,0,0,0
7430,7430,7430,90947046,90934212,Ceratophyus maghrebinicus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,GEOTRUPIDAE,Ceratophyus,maghrebinicus,,,,"Hillert &amp; Král, 2013",Data Deficient,,3.1,Unknown,Global & Mediterranean,,1,4,,113,0,0,0,0
7431,7431,7431,90947052,90934784,Ceratophyus schaffrathi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,GEOTRUPIDAE,Ceratophyus,schaffrathi,,,,"Hillert &amp; Král, 2013",Data Deficient,,3.1,Unknown,Global & Mediterranean,,1,4,,136,0,0,0,0
7432,7432,7432,91163570,15519,Ornithoptera meridionalis,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Ornithoptera,meridionalis,,,,"(Rothschild, 1897)",Near Threatened,,3.1,Unknown,Global,Southern Tailed Birdwing,37,522,1450.0,4340,0,0,0,0
7433,7433,7433,91181194,91181175,Ornithoptera goliath,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Ornithoptera,goliath,,,,"Oberthür, 1888",Least Concern,,3.1,Unknown,Global,Goliath Birdwing,68,622,18400.0,24400,0,0,0,0
7434,7434,7434,91182699,91182645,Ornithoptera priamus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Ornithoptera,priamus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global,Common Green Birdwing,350,234,9710.0,70200,183,109,0,0
7435,7435,7435,91182904,91182857,Ornithoptera richmondia,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Ornithoptera,richmondia,,,,"(Gray, [1853])",Near Threatened,,3.1,Unknown,Global,Richmond Birdwing,148,110,21700.0,4760,0,0,0,0
7436,7436,7436,91183900,91183843,Ornithoptera victoriae,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Ornithoptera,victoriae,,,,"(Gray, 1856)",Least Concern,,3.1,Unknown,Global,Queen Victoria's Birdwing,65,76,6490.0,10800,40,40,0,0
7437,7437,7437,91184305,91184152,Trogonoptera brookiana,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Trogonoptera,brookiana,,,,"(Wallace, 1855)",Least Concern,,3.1,Unknown,Global,Rajah Brooke's Birdwing,208,197,26700.0,37700,73,41,0,0
7438,7438,7438,91184805,91184396,Trogonoptera trojana,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Trogonoptera,trojana,,,,"(Honrath, 1886)",Near Threatened,,3.1,Unknown,Global,Palawan Birdwing,14,640,3680.0,7360,0,0,0,0
7439,7439,7439,91185241,62160,Troides aeacus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,aeacus,,,,"(C. Felder &amp; R. Felder, 1860)",Least Concern,,3.1,Unknown,Global,Golden Birdwing,344,330,35800.0,27500,0,0,0,0
7440,7440,7440,91185896,197312,Troides darsius,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,darsius,,,,"(Gray, 1852)",Least Concern,,3.1,Unknown,Global,Sri Lankan Birdwing,30,92,2380.0,5530,0,0,0,0
7441,7441,7441,91185935,22315,Troides prattorum,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,prattorum,,,,"(Joicey &amp; Talbot, 1922)",Vulnerable,D2,3.1,Unknown,Global,Buru Opalescent Birdwing,10,737,2190.0,10400,0,0,0,0
7442,7442,7442,91185984,22305,Troides dohertyi,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,dohertyi,,,,"(Rippon, 1893)",Vulnerable,B1ab(iii),3.1,Unknown,Global,Talaud Black Birdwing,8,1408,521.0,2790,0,0,0,0
7443,7443,7443,91188166,91187305,Troides criton,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,criton,,,,"(C. Felder &amp; R. Felder, 1860)",Least Concern,,3.1,Unknown,Global,Criton Birdwing,23,81,707.0,5770,0,0,0,0
7444,7444,7444,91188449,91188321,Troides cuneifera,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,cuneifera,,,,"Oberthür, 1879",Least Concern,,3.1,Unknown,Global,,8,8,,2880,0,0,0,0
7445,7445,7445,91188576,91188502,Troides haliphron,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,haliphron,,,,"(Boisduval, 1836)",Least Concern,,3.1,Unknown,Global,Haliphron Birdwing,34,361,317.0,4930,0,0,0,0
7446,7446,7446,91188748,91188701,Troides hypolitus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,hypolitus,,,,"(Cramer, [1775])",Least Concern,,3.1,Unknown,Global,Rippon’s Birdwing,45,391,6080.0,10100,0,0,0,0
7447,7447,7447,91188861,91188810,Troides magellanus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,magellanus,,,,"(C. Felder &amp; R. Felder, 1862)",Least Concern,,3.1,Unknown,Global,Magellan Birdwing,123,499,5050.0,20800,0,0,0,0
7448,7448,7448,91189028,91188957,Troides minos,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,minos,,,,"(Cramer, [1779])",Least Concern,,3.1,Stable,Global,Southern Birdwing,142,150,20000.0,19000,0,0,0,0
7449,7449,7449,91189173,91189061,Troides miranda,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,miranda,,,,"(Butler, 1869)",Least Concern,,3.1,Unknown,Global,Miranda Birdwing,16,365,701.0,5590,0,0,0,0
7450,7450,7450,91189608,91189223,Troides oblongomaculatus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,oblongomaculatus,,,,"(Goeze, 1779)",Least Concern,,3.1,Unknown,Global,Oblong-spotted Birdwing,49,345,350.0,4260,0,0,0,0
7451,7451,7451,91189725,91189690,Troides plateni,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,plateni,,,,"(Staudinger, 1888)",Least Concern,,3.1,Unknown,Global,Dr. Platen's Birdwing,8,45,398.0,2930,0,0,0,0
7452,7452,7452,91189802,91189762,Troides plato,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,plato,,,,"Wallace, 1865",Data Deficient,,3.1,Unknown,Global,Silver Birdwing,12,66,677.0,5760,0,0,0,0
7453,7453,7453,91189849,91189820,Troides rhadamantus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,rhadamantus,,,,"(Lucas, 1835)",Least Concern,,3.1,Unknown,Global,Golden Birdwing,84,522,35800.0,13200,0,0,0,0
7454,7454,7454,91189906,91189855,Troides riedeli,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,riedeli,,,,"(Kirsch, 1885)",Near Threatened,B1b(iii),3.1,Unknown,Global,Riedel's birdwing,9,49,128.0,4360,0,0,0,0
7455,7455,7455,91189932,91189923,Troides staudingeri,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,staudingeri,,,,"(Röber, 1888)",Data Deficient,,3.1,Unknown,Global,,2,10,,1590,0,0,0,0
7456,7456,7456,91189984,91189949,Troides vandepolli,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Troides,vandepolli,,,,"(Snellen, 1890)",Data Deficient,,3.1,Unknown,Global,Van de Poll’s Birdwing,12,62,321.0,5470,0,0,0,0
7457,7457,7457,91213414,87351292,Anaglyptus zappii,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Anaglyptus,zappii,,,,"Rapuzzi &amp; Sama, 2014",Vulnerable,B1ab(iii)+2ab(iii),3.1,Unknown,"Global, Europe & Mediterranean",,5,9,,127,0,0,0,0
7458,7458,7458,91395317,91394943,Tetropium tauricum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Tetropium,tauricum,,,,"Shapovalov, 2007",Data Deficient,,3.1,Unknown,Global & Europe,,2,9,,146,0,0,0,0
7459,7459,7459,91395333,91394977,Stictoleptura ivoroberti,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CERAMBYCIDAE,Stictoleptura,ivoroberti,,,,"Sama, 2010",Data Deficient,,3.1,Unknown,"Global, Europe & Mediterranean",,2,5,,130,0,0,0,0
7460,7460,7460,95721485,47709592,Dolichopoda palpata,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,RHAPHIDOPHORIDAE,Dolichopoda,palpata,,,,"(Sulzer, 1776)",Data Deficient,,3.1,Unknown,"Global, Europe & Mediterranean",Palpate Cave Cricket,45,114,10.0,763,0,0,0,0
7461,7461,7461,96189065,96189058,Isomira marcida,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,TENEBRIONIDAE,Isomira,marcida,,,,"(Kiesenwetter, 1863)",Data Deficient,,3.1,Unknown,Global & Europe,,8,130,,176,0,0,0,0
7462,7462,7462,96420286,96419923,Anogcodes fulvicollis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,OEDEMERIDAE,Anogcodes,fulvicollis,,,,"(Scopoli, 1763)",Least Concern,,3.1,Stable,Global & Europe,,16,214,,1170,0,0,0,0
7463,7463,7463,96536853,96536844,Chrysanthia cyprica,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,OEDEMERIDAE,Chrysanthia,cyprica,,,,"Pic, 1920",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean",,0,0,,345,0,0,0,0
7464,7464,7464,96986338,96986314,Bradycellus chavesi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CARABIDAE,Bradycellus,chavesi,,,,"Alluaud, 1919",Extinct,,3.1,,Global,Ground-beetle,12,267,490000.0,732,0,0,0,0
7465,7465,7465,97295793,158517,Lestes silvaticus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LESTIDAE,Lestes,silvaticus,,,,"(Schmidt, 1951)",Data Deficient,,3.1,Unknown,Global,,1,178,,333,0,0,0,0
7466,7466,7466,97296335,97296244,Phaon rasoherinae,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,CALOPTERYGIDAE,Phaon,rasoherinae,,,,"Fraser, 1949",Least Concern,,3.1,Unknown,Global,,6,238,,182,0,0,0,0
7467,7467,7467,97296673,97296661,Proplatycnemis alatipes,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Proplatycnemis,alatipes,,,,"(McLachlan, 1872)",Least Concern,,3.1,Unknown,Global,,2,195,,203,0,0,0,0
7468,7468,7468,97296708,97296697,Proplatycnemis aurantipes,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Proplatycnemis,aurantipes,,,,"(Lieftinck, 1965)",Data Deficient,,3.1,Unknown,Global,,2,195,,12,0,0,0,0
7469,7469,7469,97296727,97296721,Proplatycnemis malgassica,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Proplatycnemis,malgassica,,,,"(Schmidt, 1951)",Least Concern,,3.1,Unknown,Global,,2,195,,169,0,0,0,0
7470,7470,7470,97296776,97296768,Proplatycnemis protostictoides,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Proplatycnemis,protostictoides,,,,"(Fraser, 1953)",Data Deficient,,3.1,Unknown,Global,,2,195,,11,0,0,0,0
7471,7471,7471,97296794,97296788,Proplatycnemis sanguinipes,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Proplatycnemis,sanguinipes,,,,"(Schmidt, 1951)",Least Concern,,3.1,Unknown,Global,,2,195,,99,0,0,0,0
7472,7472,7472,97412328,97412204,Lestes simulator,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LESTIDAE,Lestes,simulator,,,,"McLachlan, 1895",Least Concern,,3.1,Unknown,Global,,2,179,,18,0,0,0,0
7473,7473,7473,97622970,169248,Neurolestes nigeriensis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,ARGIOLESTIDAE,Neurolestes,nigeriensis,,,,"(Gambles, 1970)",Critically Endangered,"B1ab(ii,iii)+2ab(ii,iii)",3.1,Unknown,Global & Pan-Africa,Gamble's Flatwing,5,207,5.0,161,0,0,0,0
7474,7474,7474,97646304,47415078,Ateuchetus puncticollis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchetus,puncticollis,,,,"Latreille, 1819",Least Concern,,3.1,Decreasing,Global & Mediterranean,,15,158,,800,0,0,0,0
7475,7475,7475,97785210,2094,Argiocnemis solitaria,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Argiocnemis,solitaria,,,,"(Selys, 1872)",Data Deficient,,3.1,Unknown,Global,,9,313,,1080,0,0,0,0
7476,7476,7476,98538095,98537212,Acisoma attenboroughi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Acisoma,attenboroughi,,,,"Mens, Schütte, Stokvis &amp; Dijkstra, 2016",Least Concern,,3.1,Unknown,Global,Attenborough’s Pintail,2,12,285.0,1120,0,0,0,0
7477,7477,7477,98731474,91470243,Thanasimodes dorsalis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CLERIDAE,Thanasimodes,dorsalis,,,,"(P.H.Lucas, 1843)",Vulnerable,"B2ab(ii,iii)",3.1,Unknown,Global & Mediterranean,,2,4,,64,0,0,0,0
7478,7478,7478,98732147,91472334,Nosodomodes rotundicollis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ZOPHERIDAE,Nosodomodes,rotundicollis,,,,"(Pic, 1897)",Data Deficient,,3.1,Unknown,Global & Mediterranean,,0,0,,16,0,0,0,0
7479,7479,7479,98732218,91472356,Nosodomodes syriacus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ZOPHERIDAE,Nosodomodes,syriacus,,,,"(Fairmaire, 1892)",Vulnerable,B1ab(iii),3.1,Unknown,Global & Mediterranean,,1,4,,18,0,0,0,0
7480,7480,7480,98732278,91470563,Coxelus alinae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ZOPHERIDAE,Coxelus,alinae,,,,"Dajoz, 1973",Data Deficient,,3.1,Unknown,"Global, Europe & Mediterranean",,1,0,,75,0,0,0,0
7481,7481,7481,98732298,91471024,Coxelus humeridens,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ZOPHERIDAE,Coxelus,humeridens,,,,"Reitter, 1885",Data Deficient,,3.1,Unknown,Global & Mediterranean,,0,0,,10,0,0,0,0
7482,7482,7482,98732332,91472392,Diodesma besucheti,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ZOPHERIDAE,Diodesma,besucheti,,,,"Dajoz, 1977",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global & Mediterranean,,1,4,,17,0,0,0,0
7483,7483,7483,98732368,91472898,Diodesma parallela,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ZOPHERIDAE,Diodesma,parallela,,,,"Reitter, 1922",Data Deficient,,3.1,Unknown,Global & Mediterranean,,0,0,,10,0,0,0,0
7484,7484,7484,98732380,91473473,Diplagia hellenica,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ZOPHERIDAE,Diplagia,hellenica,,,,"Reitter, 1882",Data Deficient,,3.1,Unknown,"Global, Europe & Mediterranean",,0,0,,73,0,0,0,0
7485,7485,7485,98732403,91476608,Tarphius fairmairei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ZOPHERIDAE,Tarphius,fairmairei,,,,"Marseul, 1873",Data Deficient,,3.1,Unknown,Global & Mediterranean,,2,5,,12,0,0,0,0
7486,7486,7486,98732420,91478402,Tarphius isabelae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ZOPHERIDAE,Tarphius,isabelae,,,,"Serrano &amp; Borges, 2013",Data Deficient,,3.1,Unknown,Global & Mediterranean,,2,5,,178,0,0,0,0
7487,7487,7487,98732427,91477278,Tarphius liliputanus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,ZOPHERIDAE,Tarphius,liliputanus,,,,"(Lucas, 1847)",Data Deficient,,3.1,Unknown,Global & Mediterranean,,1,5,,10,0,0,0,0
